EUC,20190506,0.025,0.025,0.024,0.024,1967505
EUR,20190506,0.105,0.105,0.105,0.105,45000
EVE,20190506,0.005,0.005,0.005,0.005,399540
EVN,20190506,3.12,3.18,3.07,3.09,19349570
EVO,20190506,0.22,0.22,0.22,0.22,39540
EVS,20190506,0.125,0.125,0.12,0.125,659705
EVT,20190506,13.55,13.68,13.45,13.45,37850
EVZ,20190506,0.225,0.225,0.225,0.225,29173
EWC,20190506,0.081,0.083,0.079,0.083,571836
EX1,20190506,0.41,0.425,0.41,0.425,6500
EXL,20190506,4.6,4.6,4.35,4.42,346223
EXP,20190506,0.28,0.295,0.28,0.295,190562
EXR,20190506,0.036,0.045,0.036,0.041,9508922
EZL,20190506,1.2,1.2,1.15,1.16,18009
FAR,20190506,0.057,0.058,0.056,0.056,2273272
FAU,20190506,0.017,0.017,0.017,0.017,254599
FBR,20190506,0.089,0.094,0.085,0.088,13591223
FBU,20190506,4.94,4.99,4.94,4.98,459861
FCC,20190506,0.16,0.16,0.155,0.155,683059
FCT,20190506,0.29,0.29,0.275,0.28,344336
FDM,20190506,0.055,0.055,0.048,0.053,3549209
FDV,20190506,0.635,0.635,0.585,0.61,246806
FFI,20190506,3.93,3.93,3.93,3.93,10
FGG,20190506,1.39,1.39,1.38,1.38,178740
FGO,20190506,0.007,0.007,0.007,0.007,565000
FGR,20190506,0.18,0.185,0.175,0.18,312645
FGX,20190506,1.165,1.165,1.15,1.15,231830
FHS,20190506,0.016,0.016,0.016,0.016,226
FID,20190506,4.8,4.83,4.68,4.8,20329
FIN,20190506,0.015,0.015,0.015,0.015,50000
FLC,20190506,0.43,0.44,0.42,0.44,327595
FLN,20190506,0.85,0.88,0.84,0.84,522886
FLT,20190506,38.99,39.15,38.2,38.23,446423
FMG,20190506,7.15,7.215,7.11,7.15,9183505
FML,20190506,0.25,0.25,0.25,0.25,40843
FMS,20190506,0.04,0.042,0.039,0.042,308152
FND,20190506,0.23,0.23,0.23,0.23,118102
FNP,20190506,5.15,5.23,5.07,5.13,157834
FNT,20190506,0.009,0.009,0.009,0.009,873736
FOD,20190506,0.1,0.1,0.097,0.098,546757
FOR,20190506,1.3,1.3,1.3,1.3,21110
FPC,20190506,0.825,0.825,0.825,0.825,100000
FPH,20190506,14.8,14.87,14.51,14.56,271705
FPL,20190506,0.011,0.011,0.01,0.01,7013947
FPP,20190506,0.97,0.97,0.97,0.97,3486
FRI,20190506,0.83,0.83,0.83,0.83,13752
FRM,20190506,0.245,0.245,0.225,0.23,84809
FRX,20190506,0.04,0.04,0.037,0.037,35642
FSA,20190506,1.06,1.06,1.05,1.05,58345
FSF,20190506,4.05,4.06,4.05,4.06,2892
FSI,20190506,1.755,1.755,1.755,1.755,2325
FTC,20190506,0.165,0.17,0.155,0.165,1696089
FTZ,20190506,0.19,0.19,0.165,0.165,117799
FWD,20190506,1.87,1.93,1.87,1.93,29707
FXL,20190506,1.38,1.395,1.345,1.345,379472
FZO,20190506,0.15,0.155,0.14,0.14,374604
G1A,20190506,0.39,0.395,0.33,0.375,831632
GAL,20190506,0.115,0.12,0.115,0.12,20361
GAP,20190506,0.3,0.305,0.3,0.305,100741
GAS,20190506,0.83,0.83,0.8,0.8,41461
GBG,20190506,0.027,0.027,0.026,0.026,1329647
GBR,20190506,0.071,0.071,0.071,0.071,22000
GBT,20190506,2.64,2.64,2.62,2.64,151027
GC1,20190506,0.84,0.86,0.835,0.86,79870
GCI,20190506,2.01,2.03,2.01,2.02,106478
GCR,20190506,0.028,0.028,0.025,0.025,200000
GCY,20190506,0.047,0.049,0.046,0.049,1734474
GDF,20190506,1.405,1.415,1.39,1.415,167700
GDI,20190506,1.33,1.332,1.297,1.305,3457897
GDX,20190506,29.37,29.37,29.2,29.23,2686
GED,20190506,0.027,0.027,0.027,0.027,317083
GEM,20190506,2.99,3.005,2.91,2.93,1876096
GES,20190506,0.006,0.006,0.006,0.006,30000
GEV,20190506,0.22,0.22,0.21,0.22,161481
GFL,20190506,2.03,2.03,2.03,2.03,490
GGE,20190506,0.005,0.005,0.005,0.005,400000
GGG,20190506,0.071,0.073,0.07,0.073,2050177
GGX,20190506,0.003,0.003,0.003,0.003,121848
GID,20190506,0.022,0.022,0.022,0.022,8638
GLB,20190506,1.71,1.71,1.685,1.685,4106
GLL,20190506,0.595,0.595,0.52,0.52,139392
GLN,20190506,0.24,0.27,0.235,0.25,639381
GLV,20190506,0.002,0.002,0.002,0.002,6947523
GMA,20190506,2.45,2.49,2.445,2.46,4479230
GMC,20190506,0.004,0.005,0.004,0.005,20092611
GMD,20190506,0.021,0.021,0.021,0.021,176627
GME,20190506,0.06,0.06,0.059,0.059,63601
GMG,20190506,13.12,13.23,13.07,13.17,2365618
GML,20190506,0.013,0.013,0.012,0.012,350000
GMR,20190506,0.012,0.012,0.012,0.012,674821
GMV,20190506,0.275,0.275,0.27,0.27,136152
GNC,20190506,8.86,8.95,8.725,8.76,425765
GNE,20190506,2.9,2.91,2.89,2.89,15716
GNG,20190506,0.975,0.975,0.975,0.975,1536
GNX,20190506,0.225,0.235,0.22,0.22,612442
GOR,20190506,0.945,0.95,0.925,0.95,1293096
GOW,20190506,2.5,2.5,2.5,2.5,60000
GOZ,20190506,4.17,4.2,4.11,4.17,396238
GPP,20190506,0.003,0.003,0.002,0.002,4376000
GPT,20190506,5.66,5.7,5.64,5.66,5133684
GPX,20190506,0.28,0.28,0.25,0.25,296899
GRB,20190506,0.1,0.1,0.098,0.099,507934
GRR,20190506,0.26,0.265,0.25,0.25,2484920
GSM,20190506,0.081,0.081,0.08,0.08,25000
GSN,20190506,0.035,0.035,0.035,0.035,150000
GSS,20190506,1.07,1.07,0.945,1.05,82410
GSW,20190506,0.18,0.19,0.18,0.19,1442361
GTE,20190506,0.004,0.004,0.004,0.004,850000
GTG,20190506,0.006,0.007,0.006,0.007,5363333
GTK,20190506,5.41,5.45,5.41,5.41,2419
GTN,20190506,1.285,1.29,1.27,1.29,63160
GUD,20190506,12,12.12,11.85,11.92,167056
GUL,20190506,0.031,0.031,0.031,0.031,273600
GVF,20190506,1.01,1.02,1.01,1.02,106503
GWA,20190506,3.39,3.435,3.37,3.42,389221
GXY,20190506,1.585,1.59,1.507,1.52,5296943
HAS,20190506,0.16,0.16,0.15,0.15,682118
HAV,20190506,0.185,0.185,0.17,0.18,276305
HCH,20190506,0.03,0.032,0.03,0.032,1427455
HCT,20190506,0.061,0.061,0.06,0.06,130000
HE8,20190506,0.175,0.185,0.175,0.175,4511599
HFR,20190506,0.73,0.735,0.665,0.675,144820
HGL,20190506,0.044,0.044,0.044,0.044,400000
HGO,20190506,0.082,0.082,0.081,0.081,86053
HIL,20190506,0.16,0.16,0.15,0.15,52901
HIP,20190506,0.01,0.01,0.009,0.009,98997
HIT,20190506,0.93,0.935,0.93,0.93,33174
HLA,20190506,0.9,0.9,0.88,0.9,157500
HLO,20190506,4.31,4.37,4.26,4.28,27850
HLS,20190506,3.12,3.16,3.1,3.15,1730044
HLX,20190506,0.02,0.022,0.019,0.022,843218
HM1,20190506,2.9,2.9,2.87,2.9,194004
HMD,20190506,0.26,0.26,0.255,0.255,23573
HMX,20190506,0.028,0.028,0.026,0.026,825012
HNG,20190506,0.4,0.42,0.4,0.42,7119
HNR,20190506,0.018,0.019,0.017,0.017,11637369
HOR,20190506,0.009,0.009,0.009,0.009,50000
HOT,20190506,0.185,0.185,0.185,0.185,4000
HPI,20190506,3.3,3.32,3.27,3.32,45680
HPR,20190506,0.06,0.06,0.06,0.06,9610
HRL,20190506,0.11,0.11,0.11,0.11,122520
HRR,20190506,0.595,0.625,0.54,0.54,142445
HSC,20190506,0.02,0.02,0.017,0.017,210482
HSN,20190506,3.56,3.62,3.545,3.56,597887
HSO,20190506,2.45,2.46,2.45,2.45,6598123
HT1,20190506,1.84,1.85,1.775,1.85,9707
HT8,20190506,0.035,0.035,0.035,0.035,20000
HTA,20190506,0.165,0.17,0.165,0.165,120532
HUB,20190506,15.41,15.55,15.05,15.05,281563
HUO,20190506,4.2,4.4,4.12,4.34,90987
HVN,20190506,4.04,4.09,4.01,4.03,1750740
HWK,20190506,0.016,0.018,0.015,0.015,1495368
HXG,20190506,0.13,0.135,0.13,0.135,72075
HYD,20190506,0.025,0.025,0.023,0.023,841798
HZN,20190506,0.12,0.12,0.115,0.115,984095
HZR,20190506,0.35,0.35,0.305,0.305,320411
IAA,20190506,91.09,91.09,88,88.35,9793
IAF,20190506,111.52,111.75,111.49,111.67,15476
IAG,20190506,7.93,8.03,7.85,7.93,5109114
IBG,20190506,0.022,0.022,0.022,0.022,135000
ICG,20190506,0.004,0.004,0.004,0.004,789737
ICI,20190506,0.057,0.057,0.056,0.056,619587
ICN,20190506,0.02,0.02,0.019,0.019,37668
ICQ,20190506,0.23,0.24,0.23,0.23,87232
ICT,20190506,0.054,0.054,0.054,0.054,147924
ID8,20190506,0.605,0.61,0.56,0.56,147750
IDA,20190506,0.035,0.035,0.035,0.035,41271
IDX,20190506,3.05,3.06,3.03,3.03,131101
IEC,20190506,0.02,0.02,0.016,0.016,3076505
IEL,20190506,15.52,15.52,15.01,15.23,300119
IEM,20190506,62.56,62.56,61.34,61.4,45232
IEU,20190506,63.65,63.65,63.2,63.49,22401
IFL,20190506,6.06,6.18,5.98,6,1614825
IFM,20190506,1.8,1.82,1.73,1.785,573722
IFN,20190506,0.445,0.45,0.435,0.44,957262
IFT,20190506,4.24,4.24,4.24,4.24,1875
IGB,20190506,109.77,109.77,109.49,109.65,3040
IGE,20190506,0.22,0.22,0.21,0.21,51650
IGL,20190506,2.17,2.18,2.17,2.18,40716
IGN,20190506,0.059,0.059,0.059,0.059,2000
IGO,20190506,4.54,4.58,4.37,4.39,2600980
IHD,20190506,13.7,13.7,13.6,13.64,9706
IHR,20190506,0.093,0.093,0.093,0.093,24134
IJH,20190506,279,279.3,278.5,279.08,1705
IJP,20190506,79.19,79.27,78.64,78.95,14982
IJR,20190506,114.46,114.46,114.1,114.33,8688
IKO,20190506,88.39,88.39,86.54,86.54,3442
ILB,20190506,123.27,123.68,123.24,123.24,842
ILC,20190506,24.6,24.67,24.5,24.67,5048
ILU,20190506,8.47,8.52,8.16,8.25,3127673
IMA,20190506,0.19,0.19,0.18,0.18,459391
IMC,20190506,0.205,0.205,0.2,0.2,21399
IMD,20190506,1.05,1.08,1.03,1.03,294876
IME,20190506,0.028,0.028,0.027,0.027,705978
IMF,20190506,2.77,2.82,2.76,2.81,346029
IMM,20190506,0.027,0.027,0.026,0.027,610000
IMS,20190506,0.01,0.01,0.01,0.01,2900
IMU,20190506,0.017,0.017,0.016,0.017,10362299
INA,20190506,3.04,3.05,3.03,3.04,185260
INF,20190506,0.092,0.093,0.09,0.09,1169511
ING,20190506,4.27,4.29,4.2,4.28,1237192
INP,20190506,0.062,0.062,0.061,0.061,307680
INR,20190506,0.195,0.195,0.19,0.19,1453353
IOD,20190506,0.031,0.031,0.031,0.031,326458
IOO,20190506,70.2,70.4,69.68,69.73,18445
IOZ,20190506,25.76,25.83,25.63,25.75,86636
IP1,20190506,0.015,0.017,0.015,0.017,410321
IPB,20190506,0.038,0.039,0.037,0.037,880293
IPD,20190506,0.25,0.25,0.195,0.21,4143344
IPH,20190506,6.96,7.02,6.86,6.88,902280
IPL,20190506,3.41,3.46,3.39,3.42,1949602
IPT,20190506,0.006,0.006,0.006,0.006,528515
IRC,20190506,0.115,0.115,0.115,0.115,8695
IRE,20190506,14.48,14.49,14.3,14.39,561918
IRI,20190506,2.66,2.68,2.53,2.65,136383
ISD,20190506,0.25,0.25,0.235,0.245,620819
ISO,20190506,5.15,5.15,5.09,5.09,5177
ISU,20190506,0.605,0.645,0.6,0.6,24519
ISX,20190506,0.37,0.37,0.345,0.355,790488
ITW,20190506,52.24,52.7,52.24,52.7,2575
IVC,20190506,15.47,15.485,15.1,15.13,257519
IVE,20190506,95.2,95.2,94.2,94.2,11485
IVO,20190506,0.004,0.004,0.003,0.003,1712312
IVQ,20190506,0.068,0.068,0.068,0.068,3001
IVR,20190506,0.009,0.009,0.009,0.009,200000
IVV,20190506,417.4,418.99,415.78,417.12,29542
IVX,20190506,0.017,0.018,0.017,0.018,36604
IVZ,20190506,0.038,0.038,0.037,0.037,267315
IXI,20190506,74.59,74.59,74.06,74.22,5032
IXJ,20190506,85.35,85.35,84.44,84.56,9975
IXU,20190506,0.092,0.092,0.092,0.092,1700
IZZ,20190506,63.05,63.05,61.33,61.6,20862
JAT,20190506,0.059,0.059,0.057,0.057,2010930
JAY,20190506,0.255,0.255,0.255,0.255,2000
JBH,20190506,25.12,25.31,25.07,25.25,330971
JCS,20190506,0.031,0.031,0.031,0.031,116000
JDR,20190506,0.009,0.009,0.009,0.009,1000000
JHC,20190506,1.49,1.52,1.48,1.5,171776
JHG,20190506,31.36,31.5,30.92,31.35,1521860
JHX,20190506,19.33,19.42,18.85,18.91,1265028
JIN,20190506,16.6,16.78,16.07,16.42,340232
JLG,20190506,1.43,1.455,1.365,1.425,188887
JMS,20190506,0.31,0.31,0.295,0.305,2685384
JRL,20190506,0.24,0.24,0.24,0.24,54895
JRV,20190506,0.25,0.25,0.25,0.25,386335
JYC,20190506,1.52,1.525,1.52,1.525,5500
KAI,20190506,0.016,0.017,0.016,0.016,1233759
KAM,20190506,0.073,0.073,0.072,0.072,35000
KAR,20190506,0.94,0.94,0.92,0.94,1955806
KBC,20190506,0.053,0.053,0.053,0.053,2610
KCN,20190506,0.265,0.27,0.265,0.265,167794
KDR,20190506,1.87,1.87,1.855,1.86,12453951
KEY,20190506,0.005,0.005,0.004,0.004,480000
KFE,20190506,0.085,0.089,0.083,0.083,174422
KGN,20190506,5.77,6.04,5.59,5.63,885396
KIN,20190506,0.071,0.074,0.062,0.062,390734
KIS,20190506,0.085,0.085,0.085,0.085,84647
KKL,20190506,0.007,0.007,0.007,0.007,495
KLA,20190506,45.77,45.77,45.76,45.76,684
KLH,20190506,0.001,0.002,0.001,0.002,4640000
KLL,20190506,0.565,0.565,0.55,0.55,37830
KMD,20190506,2.18,2.18,2.11,2.13,89382
KME,20190506,0.97,0.97,0.95,0.97,33791
KMT,20190506,0.01,0.01,0.01,0.01,75214
KNL,20190506,0.13,0.13,0.13,0.13,175664
KNM,20190506,0.038,0.038,0.035,0.035,832494
KNO,20190506,0.066,0.066,0.066,0.066,54331
KOV,20190506,2.65,2.65,2.65,2.65,5600
KPG,20190506,0.875,0.88,0.85,0.85,11000
KPO,20190506,0.02,0.021,0.02,0.021,418709
KPT,20190506,2,2,1.98,1.98,5601
KRM,20190506,0.04,0.041,0.04,0.041,238895
KRR,20190506,0.024,0.024,0.023,0.024,356488
KSL,20190506,1.145,1.145,1.12,1.12,107178
KSN,20190506,0.017,0.017,0.016,0.016,208539
KSS,20190506,0.255,0.275,0.25,0.275,384285
KTA,20190506,0.024,0.025,0.024,0.025,179593
KTD,20190506,0.42,0.46,0.415,0.445,730586
KTE,20190506,0.005,0.005,0.005,0.005,19600
KWR,20190506,0.125,0.125,0.12,0.12,50000
KYK,20190506,0.05,0.05,0.048,0.048,110000
KZA,20190506,0.485,0.485,0.485,0.485,23650
KZR,20190506,0.115,0.125,0.115,0.125,115000
LAA,20190506,0.095,0.095,0.095,0.095,95839
LAU,20190506,0.365,0.365,0.36,0.36,260361
LBL,20190506,0.335,0.335,0.335,0.335,8041
LBT,20190506,0.079,0.083,0.078,0.083,63732
LCK,20190506,0.3,0.305,0.29,0.29,493113
LCT,20190506,0.048,0.048,0.048,0.048,95858
LEG,20190506,0.029,0.029,0.028,0.028,390018
LEP,20190506,4.59,4.81,4.59,4.72,114698
LER,20190506,0.033,0.033,0.032,0.032,101293
LEX,20190506,0.205,0.21,0.2,0.2,22000
LGD,20190506,0.295,0.295,0.295,0.295,9457
LI3,20190506,0.086,0.086,0.086,0.086,57241
LIC,20190506,5.2,5.25,5.2,5.23,41718
LIT,20190506,0.08,0.08,0.079,0.08,300157
LKE,20190506,0.053,0.053,0.051,0.051,407469
LKO,20190506,0.001,0.001,0.001,0.001,1722801
LLC,20190506,13.44,13.59,13.205,13.22,1515503
LNG,20190506,0.43,0.435,0.42,0.42,999600
LNK,20190506,7.72,7.72,7.585,7.68,1934302
LNU,20190506,0.033,0.033,0.029,0.029,2510738
LNY,20190506,0.01,0.01,0.009,0.01,13307465
LOM,20190506,0.155,0.155,0.145,0.15,290882
LON,20190506,0.175,0.175,0.175,0.175,73462
LOV,20190506,9.83,9.86,9.71,9.78,151708
LPE,20190506,0.62,0.62,0.62,0.62,12073
LPI,20190506,0.25,0.25,0.24,0.25,60832
LRM,20190506,0.061,0.061,0.06,0.06,146461
LRS,20190506,0.002,0.002,0.001,0.001,13435025
LSA,20190506,0.008,0.008,0.008,0.008,175000
LSF,20190506,1.505,1.51,1.47,1.47,669174
LSR,20190506,0.009,0.009,0.009,0.009,217165
LSX,20190506,0.34,0.34,0.34,0.34,19950
LTR,20190506,0.044,0.055,0.044,0.05,52457879
LVE,20190506,0.105,0.105,0.105,0.105,12314
LVT,20190506,0.46,0.47,0.445,0.455,2174186
LYC,20190506,1.935,1.945,1.78,1.865,12932010
LYL,20190506,4.5,4.57,4.46,4.56,35012
M7T,20190506,0.28,0.28,0.265,0.27,348483
MA1,20190506,0.82,0.82,0.795,0.8,97500
MAH,20190506,0.2,0.205,0.2,0.2,1062319
MAI,20190506,0.64,0.647,0.64,0.645,18316
MAM,20190506,0.385,0.385,0.385,0.385,6000
MAQ,20190506,20.1,20.2,19.76,19.96,2707
MAT,20190506,0.14,0.14,0.135,0.135,50000
MAY,20190506,0.014,0.014,0.013,0.013,7956566
MBK,20190506,0.007,0.007,0.007,0.007,500000
MBM,20190506,0.091,0.091,0.09,0.09,51452
MCA,20190506,0.165,0.165,0.165,0.165,33212
MCE,20190506,0.34,0.345,0.34,0.345,11300
MCP,20190506,1.19,1.2,1.19,1.2,80980
MCR,20190506,0.44,0.44,0.43,0.43,142121
MCT,20190506,0.009,0.009,0.008,0.009,1278803
MCY,20190506,3.66,3.69,3.61,3.61,363
MDC,20190506,0.4,0.4,0.385,0.39,105370
MDI,20190506,0.005,0.005,0.005,0.005,300000
